id,gender,religion,age_gap,profile_sim,posts,wall_words,comments,likes,locations_together,photos_together,total_friend_count,user_friends,mutuals,mutual_stength,last_comm,response
759906994089981_338630779623841,1,1,0,1,154,7578,9,80,33,24,977,17,15,0.882352941,1,2
759906994089981_1405712699730541,0,1,2,0.333333333,54,7470,26,31,15,9,977,17,15,0.882352941,1,3
833875256656786_360967734276457,0,1,0,0.666666667,41,5673,17,22,10,10,1302,22,20,0.909090909,1,5
833875256656786_1552234955028497,1,1,2,0.666666667,91,4511,21,45,20,31,1302,22,21,0.954545455,1,5
833875256656786_1092144847486370,1,0,1,0.333333333,36,3816,5,15,7,8,1302,22,21,0.954545455,1,4
833875256656786_1521301744793023,1,1,1,0.666666667,29,5334,21,15,3,5,1302,22,15,0.681818182,24,4
833875256656786_1694166527479154,1,1,2,0.666666667,4,6782,0,6,1,2,1302,22,15,0.681818182,57,4
833875256656786_597739390412259,1,1,1,0.666666667,70,3217,12,27,14,15,1302,22,20,0.909090909,91,5
835185656506141_912365158899147,1,1,1,0.666666667,16,3736,6,11,7,3,1245,27,24,0.888888889,1,3
835185656506141_1521301744793023,1,1,0,1,35,5900,53,45,7,8,1245,27,16,0.592592593,1,5
844424082283172_360967734276457,0,1,1,0.333333333,43,5685,18,29,16,8,1841,17,16,0.941176471,1,4
844424082283172_1694166527479154,1,1,1,0.666666667,45,6814,12,31,20,32,1841,17,16,0.941176471,1,4
844424082283172_759906994089981,1,1,1,0.666666667,112,6978,20,66,38,34,1841,17,16,0.941176471,1,4
844424082283172_338630779623841,1,1,1,0.666666667,128,5809,27,85,31,26,1841,17,15,0.882352941,1,5
844424082283172_1405712699730541,0,1,1,0.333333333,45,5764,7,24,20,12,1841,17,15,0.882352941,1,4
912365158899147_1092144847486370,1,0,1,0.333333333,32,1871,5,25,11,5,400,25,24,0.96,1,3
912365158899147_1521301744793023,1,1,1,0.666666667,51,3568,21,24,9,7,400,25,17,0.68,1,4
912365158899147_1694166527479154,1,1,2,0.666666667,4,4864,1,6,2,0,400,25,17,0.68,1,3
1092144847486370_215316428921518,1,0,0,0.666666667,7,5017,1,1,1,0,1097,31,16,0.516129032,1,1
1092144847486370_1552234955028497,1,0,1,0.333333333,37,3127,12,28,9,8,1097,31,27,0.870967742,1,4
1092144847486370_1774500396108984,1,0,0,0.666666667,11,5876,5,48,4,0,1097,31,16,0.516129032,1,1
1092144847486370_1694166527479154,1,0,1,0.333333333,3,5345,1,19,3,2,1097,31,16,0.516129032,12,3
1092144847486370_597739390412259,1,0,0,0.666666667,44,1776,7,17,14,6,1097,31,23,0.741935484,1,3
1405712699730541_360967734276457,1,1,0,1,127,6625,105,103,22,15,557,23,22,0.956521739,1,5
1405712699730541_759906994089981,0,1,2,0.333333333,54,7470,26,31,20,9,557,23,15,0.652173913,1,5
1521301744793023_1694166527479154,1,1,1,0.666666667,6,7035,27,46,4,2,2126,17,16,0.941176471,20,4
1521301744793023_1552234955028497,1,1,1,0.666666667,29,4589,26,22,9,9,2126,17,16,0.941176471,1,4
1521301744793023_597739390412259,1,1,0,1,42,3418,30,23,12,10,2126,17,16,0.941176471,1,4
1521301744793023_493756514088788,1,1,1,0.666666667,46,9192,78,24,11,8,2126,17,16,0.941176471,1,3
1521301744793023_912365158899147,1,1,1,0.666666667,51,3568,21,24,14,11,2126,17,17,1,1,3
1521301744793023_1092144847486370,1,0,0,0.666666667,31,3942,20,36,4,11,2126,17,16,0.941176471,2,3
1552234955028497_493756514088788,1,1,0,1,60,8083,28,31,9,20,1190,29,16,0.551724138,1,4
1552234955028497_1092144847486370,1,0,1,0.333333333,37,3127,12,28,7,7,1190,29,27,0.931034483,1,4
1552234955028497_912365158899147,1,1,2,0.666666667,18,2607,2,13,5,1,1190,29,24,0.827586207,1,4
1552234955028497_833875256656786,1,1,2,0.666666667,91,4511,21,45,21,30,1190,29,21,0.724137931,1,4
1694166527479154_759906994089981,1,1,0,1,36,8500,10,14,3,3,1002,17,16,0.941176471,1,4
1694166527479154_338630779623841,1,1,0,1,38,7123,20,79,6,1,1002,17,15,0.882352941,1,3
1694166527479154_844424082283172,1,1,1,0.666666667,45,6814,12,31,4,4,1002,17,16,0.941176471,1,4
1774500396108984_493756514088788,1,1,1,0.666666667,13,10750,12,19,7,0,1328,17,16,0.941176471,1,4
1774500396108984_1521301744793023,1,1,0,1,13,7508,24,34,4,1,1328,17,16,0.941176471,1,3
